#gene_id	gene_symbol	rank	score	hpo_implicated	hpo_description_implicated	phenotype_specificity
6622	SNCA	11	5.9	[{'HP:0004626': 0.2}, {'HP:0012418': 0.2}, {'HP:0002650': 0.2}, {'HP:0001382': 0.2}, {'HP:0002360': 0.4}, {'HP:0004942': 0.2}, {'HP:0000010': 0.2}, {'HP:0002019': 0.7}, {'HP:0001999': 0.2}, {'HP:0012514': 0.2}, {'HP:0004396': 0.2}, {'HP:0001760': 0.2}, {'HP:0001315': 0.2}]	[{'Lumbar scoliosis': 0.2}, {'Hypoxemia': 0.2}, {'Scoliosis': 0.2}, {'Joint hypermobility': 0.2}, {'Sleep disturbance': 0.4}, {'Aortic aneurysm': 0.2}, {'Recurrent urinary tract infections': 0.2}, {'Constipation': 0.7}, {'Abnormal facial shape': 0.2}, {'Lower limb pain': 0.2}, {'Poor appetite': 0.2}, {'Abnormal foot morphology': 0.2}, {'Reduced tendon reflexes': 0.2}]	A - the reported phenotype is highly specific and relatively unique to the gene (top 40, 50 perc of diagnosis in PhenoGenius cohort).
1277	COL1A1	12	5.9	[{'HP:0004626': 0.5}, {'HP:0002650': 0.6}, {'HP:0001382': 0.9}, {'HP:0004942': 0.5}, {'HP:0002019': 0.5}, {'HP:0001999': 0.2}, {'HP:0001760': 0.4}, {'HP:0001315': 0.2}]	[{'Lumbar scoliosis': 0.5}, {'Scoliosis': 0.6}, {'Joint hypermobility': 0.9}, {'Aortic aneurysm': 0.5}, {'Constipation': 0.5}, {'Abnormal facial shape': 0.2}, {'Abnormal foot morphology': 0.4}, {'Reduced tendon reflexes': 0.2}]	A - the reported phenotype is highly specific and relatively unique to the gene (top 40, 50 perc of diagnosis in PhenoGenius cohort).
1280	COL2A1	13	5.85	[{'HP:0004626': 0.7}, {'HP:0002650': 0.8}, {'HP:0001382': 0.7}, {'HP:0030148': 0.2}, {'HP:0001999': 0.2}, {'HP:0012514': 0.2}, {'HP:0001760': 0.5}]	[{'Lumbar scoliosis': 0.7}, {'Scoliosis': 0.8}, {'Joint hypermobility': 0.7}, {'Heart murmur': 0.2}, {'Abnormal facial shape': 0.2}, {'Lower limb pain': 0.2}, {'Abnormal foot morphology': 0.5}]	A - the reported phenotype is highly specific and relatively unique to the gene (top 40, 50 perc of diagnosis in PhenoGenius cohort).
4763	NF1	14	5.76	[{'HP:0004626': 0.7}, {'HP:0012418': 0.2}, {'HP:0002650': 0.8}, {'HP:0001382': 0.2}, {'HP:0002360': 0.2}, {'HP:0004942': 0.5}, {'HP:0002019': 0.2}, {'HP:0030148': 0.2}, {'HP:0001999': 0.4}, {'HP:0001250': 0.3}, {'HP:0012514': 0.2}, {'HP:0001760': 0.2}]	[{'Lumbar scoliosis': 0.7}, {'Hypoxemia': 0.2}, {'Scoliosis': 0.8}, {'Joint hypermobility': 0.2}, {'Sleep disturbance': 0.2}, {'Aortic aneurysm': 0.5}, {'Constipation': 0.2}, {'Heart murmur': 0.2}, {'Abnormal facial shape': 0.4}, {'Seizure': 0.3}, {'Lower limb pain': 0.2}, {'Abnormal foot morphology': 0.2}]	A - the reported phenotype is highly specific and relatively unique to the gene (top 40, 50 perc of diagnosis in PhenoGenius cohort).
2332	FMR1	15	5.71	[{'HP:0002650': 0.6}, {'HP:0001382': 0.2}, {'HP:0002360': 0.7}, {'HP:0004942': 0.7}, {'HP:0030148': 0.2}, {'HP:0001999': 0.6}, {'HP:0001250': 0.3}, {'HP:0001760': 0.2}, {'HP:0001315': 0.2}]	[{'Scoliosis': 0.6}, {'Joint hypermobility': 0.2}, {'Sleep disturbance': 0.7}, {'Aortic aneurysm': 0.7}, {'Heart murmur': 0.2}, {'Abnormal facial shape': 0.6}, {'Seizure': 0.3}, {'Abnormal foot morphology': 0.2}, {'Reduced tendon reflexes': 0.2}]	A - the reported phenotype is highly specific and relatively unique to the gene (top 40, 50 perc of diagnosis in PhenoGenius cohort).
2263	FGFR2	16	5.64	[{'HP:0004626': 0.2}, {'HP:0002650': 0.4}, {'HP:0001382': 0.2}, {'HP:0002360': 0.2}, {'HP:0000010': 0.2}, {'HP:0002019': 0.2}, {'HP:0001999': 0.6}, {'HP:0001250': 0.2}, {'HP:0012514': 0.2}, {'HP:0004396': 0.2}, {'HP:0001760': 0.5}]	[{'Lumbar scoliosis': 0.2}, {'Scoliosis': 0.4}, {'Joint hypermobility': 0.2}, {'Sleep disturbance': 0.2}, {'Recurrent urinary tract infections': 0.2}, {'Constipation': 0.2}, {'Abnormal facial shape': 0.6}, {'Seizure': 0.2}, {'Lower limb pain': 0.2}, {'Poor appetite': 0.2}, {'Abnormal foot morphology': 0.5}]	A - the reported phenotype is highly specific and relatively unique to the gene (top 40, 50 perc of diagnosis in PhenoGenius cohort).
120892	LRRK2	17	5.49	[{'HP:0004626': 0.2}, {'HP:0012418': 0.2}, {'HP:0002650': 0.2}, {'HP:0001382': 0.2}, {'HP:0002360': 0.4}, {'HP:0004942': 0.2}, {'HP:0000010': 0.2}, {'HP:0002019': 0.5}, {'HP:0001999': 0.2}, {'HP:0001250': 0.2}, {'HP:0012514': 0.2}, {'HP:0004396': 0.2}, {'HP:0001760': 0.2}, {'HP:0001315': 0.2}]	[{'Lumbar scoliosis': 0.2}, {'Hypoxemia': 0.2}, {'Scoliosis': 0.2}, {'Joint hypermobility': 0.2}, {'Sleep disturbance': 0.4}, {'Aortic aneurysm': 0.2}, {'Recurrent urinary tract infections': 0.2}, {'Constipation': 0.5}, {'Abnormal facial shape': 0.2}, {'Seizure': 0.2}, {'Lower limb pain': 0.2}, {'Poor appetite': 0.2}, {'Abnormal foot morphology': 0.2}, {'Reduced tendon reflexes': 0.2}]	A - the reported phenotype is highly specific and relatively unique to the gene (top 40, 50 perc of diagnosis in PhenoGenius cohort).
5663	PSEN1	18	5.41	[{'HP:0004626': 0.2}, {'HP:0012418': 0.2}, {'HP:0002650': 0.2}, {'HP:0002360': 0.7}, {'HP:0004942': 0.2}, {'HP:0000010': 0.2}, {'HP:0030148': 0.2}, {'HP:0001999': 0.2}, {'HP:0001250': 0.3}, {'HP:0012514': 0.2}, {'HP:0004396': 0.2}, {'HP:0001760': 0.4}]	[{'Lumbar scoliosis': 0.2}, {'Hypoxemia': 0.2}, {'Scoliosis': 0.2}, {'Sleep disturbance': 0.7}, {'Aortic aneurysm': 0.2}, {'Recurrent urinary tract infections': 0.2}, {'Heart murmur': 0.2}, {'Abnormal facial shape': 0.2}, {'Seizure': 0.3}, {'Lower limb pain': 0.2}, {'Poor appetite': 0.2}, {'Abnormal foot morphology': 0.4}]	A - the reported phenotype is highly specific and relatively unique to the gene (top 40, 50 perc of diagnosis in PhenoGenius cohort).
1278	COL1A2	19	5.4	[{'HP:0004626': 0.5}, {'HP:0002650': 0.4}, {'HP:0001382': 0.9}, {'HP:0004942': 0.5}, {'HP:0030148': 0.2}, {'HP:0001999': 0.2}, {'HP:0001250': 0.2}, {'HP:0001760': 0.2}, {'HP:0001315': 0.2}]	[{'Lumbar scoliosis': 0.5}, {'Scoliosis': 0.4}, {'Joint hypermobility': 0.9}, {'Aortic aneurysm': 0.5}, {'Heart murmur': 0.2}, {'Abnormal facial shape': 0.2}, {'Seizure': 0.2}, {'Abnormal foot morphology': 0.2}, {'Reduced tendon reflexes': 0.2}]	A - the reported phenotype is highly specific and relatively unique to the gene (top 40, 50 perc of diagnosis in PhenoGenius cohort).
3077	HFE	20	5.36	[{'HP:0004626': 0.2}, {'HP:0012418': 0.5}, {'HP:0001382': 0.2}, {'HP:0002360': 0.2}, {'HP:0004942': 0.2}, {'HP:0000010': 0.2}, {'HP:0002019': 0.7}, {'HP:0001999': 0.2}, {'HP:0012514': 0.2}, {'HP:0004396': 0.2}]	[{'Lumbar scoliosis': 0.2}, {'Hypoxemia': 0.5}, {'Joint hypermobility': 0.2}, {'Sleep disturbance': 0.2}, {'Aortic aneurysm': 0.2}, {'Recurrent urinary tract infections': 0.2}, {'Constipation': 0.7}, {'Abnormal facial shape': 0.2}, {'Lower limb pain': 0.2}, {'Poor appetite': 0.2}]	A - the reported phenotype is highly specific and relatively unique to the gene (top 40, 50 perc of diagnosis in PhenoGenius cohort).
90	ACVR1	21	5.16	[{'HP:0004626': 0.5}, {'HP:0002650': 0.4}, {'HP:0001382': 0.7}, {'HP:0002360': 0.2}, {'HP:0004942': 0.2}, {'HP:0001999': 0.2}, {'HP:0001250': 0.2}, {'HP:0012514': 0.2}, {'HP:0001760': 0.5}, {'HP:0001315': 0.2}]	[{'Lumbar scoliosis': 0.5}, {'Scoliosis': 0.4}, {'Joint hypermobility': 0.7}, {'Sleep disturbance': 0.2}, {'Aortic aneurysm': 0.2}, {'Abnormal facial shape': 0.2}, {'Seizure': 0.2}, {'Lower limb pain': 0.2}, {'Abnormal foot morphology': 0.5}, {'Reduced tendon reflexes': 0.2}]	A - the reported phenotype is highly specific and relatively unique to the gene (top 40, 50 perc of diagnosis in PhenoGenius cohort).
7276	TTR	22	5.13	[{'HP:0004626': 0.2}, {'HP:0012418': 0.2}, {'HP:0001382': 0.2}, {'HP:0002360': 0.2}, {'HP:0004942': 0.2}, {'HP:0000010': 0.2}, {'HP:0002019': 0.7}, {'HP:0001250': 0.3}, {'HP:0012514': 0.2}, {'HP:0004396': 0.2}, {'HP:0001315': 0.4}]	[{'Lumbar scoliosis': 0.2}, {'Hypoxemia': 0.2}, {'Joint hypermobility': 0.2}, {'Sleep disturbance': 0.2}, {'Aortic aneurysm': 0.2}, {'Recurrent urinary tract infections': 0.2}, {'Constipation': 0.7}, {'Seizure': 0.3}, {'Lower limb pain': 0.2}, {'Poor appetite': 0.2}, {'Reduced tendon reflexes': 0.4}]	A - the reported phenotype is highly specific and relatively unique to the gene (top 40, 50 perc of diagnosis in PhenoGenius cohort).
4137	MAPT	23	5.08	[{'HP:0004626': 0.2}, {'HP:0012418': 0.2}, {'HP:0002650': 0.4}, {'HP:0002360': 0.9}, {'HP:0002019': 0.5}, {'HP:0001999': 0.2}, {'HP:0001250': 0.2}, {'HP:0012514': 0.2}, {'HP:0004396': 0.2}, {'HP:0001760': 0.2}]	[{'Lumbar scoliosis': 0.2}, {'Hypoxemia': 0.2}, {'Scoliosis': 0.4}, {'Sleep disturbance': 0.9}, {'Constipation': 0.5}, {'Abnormal facial shape': 0.2}, {'Seizure': 0.2}, {'Lower limb pain': 0.2}, {'Poor appetite': 0.2}, {'Abnormal foot morphology': 0.2}]	A - the reported phenotype is highly specific and relatively unique to the gene (top 40, 50 perc of diagnosis in PhenoGenius cohort).
59341	TRPV4	24	5.04	[{'HP:0004626': 0.5}, {'HP:0012418': 0.2}, {'HP:0002650': 0.4}, {'HP:0001382': 0.5}, {'HP:0002360': 0.2}, {'HP:0012514': 0.5}, {'HP:0001760': 0.4}, {'HP:0001315': 0.2}]	[{'Lumbar scoliosis': 0.5}, {'Hypoxemia': 0.2}, {'Scoliosis': 0.4}, {'Joint hypermobility': 0.5}, {'Sleep disturbance': 0.2}, {'Lower limb pain': 0.5}, {'Abnormal foot morphology': 0.4}, {'Reduced tendon reflexes': 0.2}]	A - the reported phenotype is highly specific and relatively unique to the gene (top 40, 50 perc of diagnosis in PhenoGenius cohort).
5781	PTPN11	25	5.01	[{'HP:0004626': 0.2}, {'HP:0012418': 0.2}, {'HP:0002650': 0.2}, {'HP:0001382': 0.5}, {'HP:0004942': 0.2}, {'HP:0030148': 0.5}, {'HP:0001999': 0.6}, {'HP:0012514': 0.2}, {'HP:0001760': 0.4}]	[{'Lumbar scoliosis': 0.2}, {'Hypoxemia': 0.2}, {'Scoliosis': 0.2}, {'Joint hypermobility': 0.5}, {'Aortic aneurysm': 0.2}, {'Heart murmur': 0.5}, {'Abnormal facial shape': 0.6}, {'Lower limb pain': 0.2}, {'Abnormal foot morphology': 0.4}]	A - the reported phenotype is highly specific and relatively unique to the gene (top 40, 50 perc of diagnosis in PhenoGenius cohort).
1281	COL3A1	26	4.95	[{'HP:0002650': 0.2}, {'HP:0001382': 0.9}, {'HP:0002360': 0.2}, {'HP:0004942': 0.9}, {'HP:0000010': 0.2}, {'HP:0001999': 0.4}, {'HP:0001250': 0.2}, {'HP:0001760': 0.2}]	[{'Scoliosis': 0.2}, {'Joint hypermobility': 0.9}, {'Sleep disturbance': 0.2}, {'Aortic aneurysm': 0.9}, {'Recurrent urinary tract infections': 0.2}, {'Abnormal facial shape': 0.4}, {'Seizure': 0.2}, {'Abnormal foot morphology': 0.2}]	A - the reported phenotype is highly specific and relatively unique to the gene (top 40, 50 perc of diagnosis in PhenoGenius cohort).
2317	FLNB	27	4.87	[{'HP:0004626': 0.5}, {'HP:0002650': 0.8}, {'HP:0001382': 0.9}, {'HP:0004942': 0.2}, {'HP:0001999': 0.2}, {'HP:0001760': 0.7}, {'HP:0001315': 0.2}]	[{'Lumbar scoliosis': 0.5}, {'Scoliosis': 0.8}, {'Joint hypermobility': 0.9}, {'Aortic aneurysm': 0.2}, {'Abnormal facial shape': 0.2}, {'Abnormal foot morphology': 0.7}, {'Reduced tendon reflexes': 0.2}]	A - the reported phenotype is highly specific and relatively unique to the gene (top 40, 50 perc of diagnosis in PhenoGenius cohort).
6647	SOD1	28	4.75	[{'HP:0004626': 0.5}, {'HP:0012418': 0.5}, {'HP:0002360': 0.4}, {'HP:0000010': 0.2}, {'HP:0012514': 0.5}, {'HP:0004396': 0.2}, {'HP:0001760': 0.2}, {'HP:0001315': 0.2}]	[{'Lumbar scoliosis': 0.5}, {'Hypoxemia': 0.5}, {'Sleep disturbance': 0.4}, {'Recurrent urinary tract infections': 0.2}, {'Lower limb pain': 0.5}, {'Poor appetite': 0.2}, {'Abnormal foot morphology': 0.2}, {'Reduced tendon reflexes': 0.2}]	A - the reported phenotype is highly specific and relatively unique to the gene (top 40, 50 perc of diagnosis in PhenoGenius cohort).
9968	MED12	29	4.74	[{'HP:0002650': 0.2}, {'HP:0001382': 0.5}, {'HP:0004942': 0.5}, {'HP:0000010': 0.5}, {'HP:0002019': 0.9}, {'HP:0001999': 0.2}, {'HP:0001250': 0.2}, {'HP:0004396': 0.2}, {'HP:0001760': 0.2}]	[{'Scoliosis': 0.2}, {'Joint hypermobility': 0.5}, {'Aortic aneurysm': 0.5}, {'Recurrent urinary tract infections': 0.5}, {'Constipation': 0.9}, {'Abnormal facial shape': 0.2}, {'Seizure': 0.2}, {'Poor appetite': 0.2}, {'Abnormal foot morphology': 0.2}]	A - the reported phenotype is highly specific and relatively unique to the gene (top 40, 50 perc of diagnosis in PhenoGenius cohort).
3425	IDUA	30	4.65	[{'HP:0004626': 0.5}, {'HP:0002650': 0.4}, {'HP:0001382': 0.2}, {'HP:0002360': 0.7}, {'HP:0004942': 0.5}, {'HP:0000010': 0.2}, {'HP:0001999': 0.2}, {'HP:0012514': 0.2}, {'HP:0001760': 0.2}]	[{'Lumbar scoliosis': 0.5}, {'Scoliosis': 0.4}, {'Joint hypermobility': 0.2}, {'Sleep disturbance': 0.7}, {'Aortic aneurysm': 0.5}, {'Recurrent urinary tract infections': 0.2}, {'Abnormal facial shape': 0.2}, {'Lower limb pain': 0.2}, {'Abnormal foot morphology': 0.2}]	A - the reported phenotype is highly specific and relatively unique to the gene (top 40, 50 perc of diagnosis in PhenoGenius cohort).
4625	MYH7	31	4.62	[{'HP:0004626': 0.2}, {'HP:0002650': 0.4}, {'HP:0004942': 0.7}, {'HP:0030148': 0.5}, {'HP:0001999': 0.2}, {'HP:0012514': 0.2}, {'HP:0001760': 0.4}, {'HP:0001315': 0.2}]	[{'Lumbar scoliosis': 0.2}, {'Scoliosis': 0.4}, {'Aortic aneurysm': 0.7}, {'Heart murmur': 0.5}, {'Abnormal facial shape': 0.2}, {'Lower limb pain': 0.2}, {'Abnormal foot morphology': 0.4}, {'Reduced tendon reflexes': 0.2}]	A - the reported phenotype is highly specific and relatively unique to the gene (top 40, 50 perc of diagnosis in PhenoGenius cohort).
10516	FBLN5	32	4.6	[{'HP:0004626': 0.2}, {'HP:0002650': 0.2}, {'HP:0001382': 0.7}, {'HP:0004942': 0.7}, {'HP:0000010': 0.2}, {'HP:0001999': 0.2}, {'HP:0001760': 0.5}, {'HP:0001315': 0.4}]	[{'Lumbar scoliosis': 0.2}, {'Scoliosis': 0.2}, {'Joint hypermobility': 0.7}, {'Aortic aneurysm': 0.7}, {'Recurrent urinary tract infections': 0.2}, {'Abnormal facial shape': 0.2}, {'Abnormal foot morphology': 0.5}, {'Reduced tendon reflexes': 0.4}]	A - the reported phenotype is highly specific and relatively unique to the gene (top 40, 50 perc of diagnosis in PhenoGenius cohort).
25	ABL1	33	4.52	[{'HP:0004626': 0.2}, {'HP:0012418': 0.5}, {'HP:0002650': 0.4}, {'HP:0002360': 0.2}, {'HP:0004942': 0.5}, {'HP:0002019': 0.2}, {'HP:0030148': 0.2}, {'HP:0012514': 0.2}, {'HP:0004396': 0.5}, {'HP:0001760': 0.2}]	[{'Lumbar scoliosis': 0.2}, {'Hypoxemia': 0.5}, {'Scoliosis': 0.4}, {'Sleep disturbance': 0.2}, {'Aortic aneurysm': 0.5}, {'Constipation': 0.2}, {'Heart murmur': 0.2}, {'Lower limb pain': 0.2}, {'Poor appetite': 0.5}, {'Abnormal foot morphology': 0.2}]	A - the reported phenotype is highly specific and relatively unique to the gene (top 40, 50 perc of diagnosis in PhenoGenius cohort).
538	ATP7A	34	4.5	[{'HP:0004626': 0.2}, {'HP:0002650': 0.4}, {'HP:0001382': 0.5}, {'HP:0004942': 0.5}, {'HP:0000010': 0.2}, {'HP:0002019': 0.2}, {'HP:0001999': 0.2}, {'HP:0001250': 0.2}, {'HP:0001760': 0.2}, {'HP:0001315': 0.4}]	[{'Lumbar scoliosis': 0.2}, {'Scoliosis': 0.4}, {'Joint hypermobility': 0.5}, {'Aortic aneurysm': 0.5}, {'Recurrent urinary tract infections': 0.2}, {'Constipation': 0.2}, {'Abnormal facial shape': 0.2}, {'Seizure': 0.2}, {'Abnormal foot morphology': 0.2}, {'Reduced tendon reflexes': 0.4}]	A - the reported phenotype is highly specific and relatively unique to the gene (top 40, 50 perc of diagnosis in PhenoGenius cohort).
2006	ELN	35	4.44	[{'HP:0002650': 0.2}, {'HP:0001382': 0.5}, {'HP:0002360': 0.2}, {'HP:0004942': 0.7}, {'HP:0000010': 0.2}, {'HP:0002019': 0.2}, {'HP:0030148': 0.5}, {'HP:0001999': 0.2}, {'HP:0001760': 0.2}]	[{'Scoliosis': 0.2}, {'Joint hypermobility': 0.5}, {'Sleep disturbance': 0.2}, {'Aortic aneurysm': 0.7}, {'Recurrent urinary tract infections': 0.2}, {'Constipation': 0.2}, {'Heart murmur': 0.5}, {'Abnormal facial shape': 0.2}, {'Abnormal foot morphology': 0.2}]	A - the reported phenotype is highly specific and relatively unique to the gene (top 40, 50 perc of diagnosis in PhenoGenius cohort).
