#gene_id	gene_symbol	rank	score	hpo_implicated	hpo_description_implicated	phenotype_specificity
2332	FMR1	11	6.46	[{'HP:0000685': 0.5}, {'HP:0002360': 0.7}, {'HP:0001250': 0.3}, {'HP:0001382': 0.2}, {'HP:0030148': 0.2}, {'HP:0001763': 0.9}, {'HP:0002650': 0.6}, {'HP:0001317': 0.4}, {'HP:0001263': 0.3}]	[{'Hypoplasia of teeth': 0.5}, {'Sleep disturbance': 0.7}, {'Seizure': 0.3}, {'Joint hypermobility': 0.2}, {'Heart murmur': 0.2}, {'Pes planus': 0.9}, {'Scoliosis': 0.6}, {'Abnormal cerebellum morphology': 0.4}, {'Global developmental delay': 0.3}]	A - the reported phenotype is highly specific and relatively unique to the gene (top 40, 50 perc of diagnosis in PhenoGenius cohort).
6622	SNCA	12	6.37	[{'HP:0002019': 0.7}, {'HP:0002360': 0.4}, {'HP:0003202': 0.4}, {'HP:0000010': 0.2}, {'HP:0001257': 0.4}, {'HP:0001382': 0.2}, {'HP:0006482': 0.2}, {'HP:0004626': 0.2}, {'HP:0001763': 0.2}, {'HP:0002650': 0.2}, {'HP:0001317': 0.2}, {'HP:0012418': 0.2}]	[{'Constipation': 0.7}, {'Sleep disturbance': 0.4}, {'Skeletal muscle atrophy': 0.4}, {'Recurrent urinary tract infections': 0.2}, {'Spasticity': 0.4}, {'Joint hypermobility': 0.2}, {'Abnormality of dental morphology': 0.2}, {'Lumbar scoliosis': 0.2}, {'Pes planus': 0.2}, {'Scoliosis': 0.2}, {'Abnormal cerebellum morphology': 0.2}, {'Hypoxemia': 0.2}]	A - the reported phenotype is highly specific and relatively unique to the gene (top 40, 50 perc of diagnosis in PhenoGenius cohort).
5290	PIK3CA	13	6.26	[{'HP:0002019': 0.2}, {'HP:0000685': 0.2}, {'HP:0002360': 0.4}, {'HP:0000010': 0.2}, {'HP:0001250': 0.3}, {'HP:0001382': 0.5}, {'HP:0004626': 0.5}, {'HP:0002650': 0.4}, {'HP:0001317': 0.4}, {'HP:0012418': 0.2}, {'HP:0001263': 0.2}]	[{'Constipation': 0.2}, {'Hypoplasia of teeth': 0.2}, {'Sleep disturbance': 0.4}, {'Recurrent urinary tract infections': 0.2}, {'Seizure': 0.3}, {'Joint hypermobility': 0.5}, {'Lumbar scoliosis': 0.5}, {'Scoliosis': 0.4}, {'Abnormal cerebellum morphology': 0.4}, {'Hypoxemia': 0.2}, {'Global developmental delay': 0.2}]	A - the reported phenotype is highly specific and relatively unique to the gene (top 40, 50 perc of diagnosis in PhenoGenius cohort).
2697	GJA1	14	6.09	[{'HP:0000685': 0.9}, {'HP:0001250': 0.2}, {'HP:0001257': 0.2}, {'HP:0001382': 0.2}, {'HP:0006482': 0.7}, {'HP:0030148': 0.7}, {'HP:0002650': 0.2}, {'HP:0001317': 0.4}, {'HP:0012418': 0.2}, {'HP:0001263': 0.2}]	[{'Hypoplasia of teeth': 0.9}, {'Seizure': 0.2}, {'Spasticity': 0.2}, {'Joint hypermobility': 0.2}, {'Abnormality of dental morphology': 0.7}, {'Heart murmur': 0.7}, {'Scoliosis': 0.2}, {'Abnormal cerebellum morphology': 0.4}, {'Hypoxemia': 0.2}, {'Global developmental delay': 0.2}]	A - the reported phenotype is highly specific and relatively unique to the gene (top 40, 50 perc of diagnosis in PhenoGenius cohort).
1277	COL1A1	15	6.02	[{'HP:0002019': 0.5}, {'HP:0000685': 0.2}, {'HP:0001382': 0.9}, {'HP:0006482': 0.7}, {'HP:0004626': 0.5}, {'HP:0001763': 0.2}, {'HP:0002650': 0.6}]	[{'Constipation': 0.5}, {'Hypoplasia of teeth': 0.2}, {'Joint hypermobility': 0.9}, {'Abnormality of dental morphology': 0.7}, {'Lumbar scoliosis': 0.5}, {'Pes planus': 0.2}, {'Scoliosis': 0.6}]	A - the reported phenotype is highly specific and relatively unique to the gene (top 40, 50 perc of diagnosis in PhenoGenius cohort).
4137	MAPT	16	5.95	[{'HP:0002019': 0.5}, {'HP:0000685': 0.2}, {'HP:0002360': 0.9}, {'HP:0003202': 0.4}, {'HP:0001250': 0.2}, {'HP:0001257': 0.2}, {'HP:0006482': 0.2}, {'HP:0004626': 0.2}, {'HP:0002650': 0.4}, {'HP:0012418': 0.2}]	[{'Constipation': 0.5}, {'Hypoplasia of teeth': 0.2}, {'Sleep disturbance': 0.9}, {'Skeletal muscle atrophy': 0.4}, {'Seizure': 0.2}, {'Spasticity': 0.2}, {'Abnormality of dental morphology': 0.2}, {'Lumbar scoliosis': 0.2}, {'Scoliosis': 0.4}, {'Hypoxemia': 0.2}]	A - the reported phenotype is highly specific and relatively unique to the gene (top 40, 50 perc of diagnosis in PhenoGenius cohort).
5621	PRNP	17	5.72	[{'HP:0002019': 0.2}, {'HP:0002360': 0.7}, {'HP:0003202': 0.2}, {'HP:0001250': 0.3}, {'HP:0001257': 0.4}, {'HP:0006482': 0.2}, {'HP:0004626': 0.2}, {'HP:0001763': 0.2}, {'HP:0001317': 0.4}, {'HP:0012418': 0.2}]	[{'Constipation': 0.2}, {'Sleep disturbance': 0.7}, {'Skeletal muscle atrophy': 0.2}, {'Seizure': 0.3}, {'Spasticity': 0.4}, {'Abnormality of dental morphology': 0.2}, {'Lumbar scoliosis': 0.2}, {'Pes planus': 0.2}, {'Abnormal cerebellum morphology': 0.4}, {'Hypoxemia': 0.2}]	A - the reported phenotype is highly specific and relatively unique to the gene (top 40, 50 perc of diagnosis in PhenoGenius cohort).
5663	PSEN1	18	5.7	[{'HP:0002360': 0.7}, {'HP:0003202': 0.2}, {'HP:0000010': 0.2}, {'HP:0001250': 0.3}, {'HP:0001257': 0.6}, {'HP:0004626': 0.2}, {'HP:0030148': 0.2}, {'HP:0002650': 0.2}, {'HP:0001317': 0.2}, {'HP:0012418': 0.2}, {'HP:0001263': 0.2}]	[{'Sleep disturbance': 0.7}, {'Skeletal muscle atrophy': 0.2}, {'Recurrent urinary tract infections': 0.2}, {'Seizure': 0.3}, {'Spasticity': 0.6}, {'Lumbar scoliosis': 0.2}, {'Heart murmur': 0.2}, {'Scoliosis': 0.2}, {'Abnormal cerebellum morphology': 0.2}, {'Hypoxemia': 0.2}, {'Global developmental delay': 0.2}]	A - the reported phenotype is highly specific and relatively unique to the gene (top 40, 50 perc of diagnosis in PhenoGenius cohort).
120892	LRRK2	19	5.69	[{'HP:0002019': 0.5}, {'HP:0000685': 0.2}, {'HP:0002360': 0.4}, {'HP:0003202': 0.2}, {'HP:0000010': 0.2}, {'HP:0001250': 0.2}, {'HP:0001257': 0.2}, {'HP:0001382': 0.2}, {'HP:0004626': 0.2}, {'HP:0001763': 0.2}, {'HP:0002650': 0.2}, {'HP:0001317': 0.2}, {'HP:0012418': 0.2}, {'HP:0001263': 0.2}]	[{'Constipation': 0.5}, {'Hypoplasia of teeth': 0.2}, {'Sleep disturbance': 0.4}, {'Skeletal muscle atrophy': 0.2}, {'Recurrent urinary tract infections': 0.2}, {'Seizure': 0.2}, {'Spasticity': 0.2}, {'Joint hypermobility': 0.2}, {'Lumbar scoliosis': 0.2}, {'Pes planus': 0.2}, {'Scoliosis': 0.2}, {'Abnormal cerebellum morphology': 0.2}, {'Hypoxemia': 0.2}, {'Global developmental delay': 0.2}]	A - the reported phenotype is highly specific and relatively unique to the gene (top 40, 50 perc of diagnosis in PhenoGenius cohort).
1280	COL2A1	20	5.63	[{'HP:0003202': 0.2}, {'HP:0001382': 0.7}, {'HP:0004626': 0.7}, {'HP:0030148': 0.2}, {'HP:0001763': 0.7}, {'HP:0002650': 0.8}]	[{'Skeletal muscle atrophy': 0.2}, {'Joint hypermobility': 0.7}, {'Lumbar scoliosis': 0.7}, {'Heart murmur': 0.2}, {'Pes planus': 0.7}, {'Scoliosis': 0.8}]	A - the reported phenotype is highly specific and relatively unique to the gene (top 40, 50 perc of diagnosis in PhenoGenius cohort).
1278	COL1A2	21	5.52	[{'HP:0000685': 0.2}, {'HP:0001250': 0.2}, {'HP:0001382': 0.9}, {'HP:0006482': 0.7}, {'HP:0004626': 0.5}, {'HP:0030148': 0.2}, {'HP:0001763': 0.2}, {'HP:0002650': 0.4}, {'HP:0001263': 0.2}]	[{'Hypoplasia of teeth': 0.2}, {'Seizure': 0.2}, {'Joint hypermobility': 0.9}, {'Abnormality of dental morphology': 0.7}, {'Lumbar scoliosis': 0.5}, {'Heart murmur': 0.2}, {'Pes planus': 0.2}, {'Scoliosis': 0.4}, {'Global developmental delay': 0.2}]	A - the reported phenotype is highly specific and relatively unique to the gene (top 40, 50 perc of diagnosis in PhenoGenius cohort).
2629	GBA	22	5.34	[{'HP:0002019': 0.7}, {'HP:0002360': 0.4}, {'HP:0001250': 0.2}, {'HP:0001257': 0.2}, {'HP:0006482': 0.2}, {'HP:0004626': 0.2}, {'HP:0001763': 0.5}, {'HP:0002650': 0.2}, {'HP:0001263': 0.2}]	[{'Constipation': 0.7}, {'Sleep disturbance': 0.4}, {'Seizure': 0.2}, {'Spasticity': 0.2}, {'Abnormality of dental morphology': 0.2}, {'Lumbar scoliosis': 0.2}, {'Pes planus': 0.5}, {'Scoliosis': 0.2}, {'Global developmental delay': 0.2}]	A - the reported phenotype is highly specific and relatively unique to the gene (top 40, 50 perc of diagnosis in PhenoGenius cohort).
6647	SOD1	23	5.32	[{'HP:0002360': 0.4}, {'HP:0003202': 0.7}, {'HP:0000010': 0.2}, {'HP:0001257': 0.6}, {'HP:0006482': 0.2}, {'HP:0004626': 0.5}, {'HP:0001317': 0.2}, {'HP:0012418': 0.5}]	[{'Sleep disturbance': 0.4}, {'Skeletal muscle atrophy': 0.7}, {'Recurrent urinary tract infections': 0.2}, {'Spasticity': 0.6}, {'Abnormality of dental morphology': 0.2}, {'Lumbar scoliosis': 0.5}, {'Abnormal cerebellum morphology': 0.2}, {'Hypoxemia': 0.5}]	A - the reported phenotype is highly specific and relatively unique to the gene (top 40, 50 perc of diagnosis in PhenoGenius cohort).
1778	DYNC1H1	24	5.26	[{'HP:0002360': 0.2}, {'HP:0003202': 0.9}, {'HP:0001250': 0.2}, {'HP:0001257': 0.6}, {'HP:0006482': 0.2}, {'HP:0004626': 0.2}, {'HP:0001763': 0.2}, {'HP:0002650': 0.4}, {'HP:0001317': 0.2}, {'HP:0001263': 0.3}]	[{'Sleep disturbance': 0.2}, {'Skeletal muscle atrophy': 0.9}, {'Seizure': 0.2}, {'Spasticity': 0.6}, {'Abnormality of dental morphology': 0.2}, {'Lumbar scoliosis': 0.2}, {'Pes planus': 0.2}, {'Scoliosis': 0.4}, {'Abnormal cerebellum morphology': 0.2}, {'Global developmental delay': 0.3}]	A - the reported phenotype is highly specific and relatively unique to the gene (top 40, 50 perc of diagnosis in PhenoGenius cohort).
59341	TRPV4	25	5.25	[{'HP:0002360': 0.2}, {'HP:0003202': 0.7}, {'HP:0001382': 0.5}, {'HP:0006482': 0.2}, {'HP:0004626': 0.5}, {'HP:0001763': 0.5}, {'HP:0002650': 0.4}, {'HP:0012418': 0.2}]	[{'Sleep disturbance': 0.2}, {'Skeletal muscle atrophy': 0.7}, {'Joint hypermobility': 0.5}, {'Abnormality of dental morphology': 0.2}, {'Lumbar scoliosis': 0.5}, {'Pes planus': 0.5}, {'Scoliosis': 0.4}, {'Hypoxemia': 0.2}]	A - the reported phenotype is highly specific and relatively unique to the gene (top 40, 50 perc of diagnosis in PhenoGenius cohort).
1387	CREBBP	26	5.16	[{'HP:0002019': 0.5}, {'HP:0000685': 0.2}, {'HP:0002360': 0.2}, {'HP:0000010': 0.5}, {'HP:0001250': 0.2}, {'HP:0001382': 0.2}, {'HP:0006482': 0.5}, {'HP:0001763': 0.7}, {'HP:0002650': 0.4}, {'HP:0001317': 0.2}]	[{'Constipation': 0.5}, {'Hypoplasia of teeth': 0.2}, {'Sleep disturbance': 0.2}, {'Recurrent urinary tract infections': 0.5}, {'Seizure': 0.2}, {'Joint hypermobility': 0.2}, {'Abnormality of dental morphology': 0.5}, {'Pes planus': 0.7}, {'Scoliosis': 0.4}, {'Abnormal cerebellum morphology': 0.2}]	A - the reported phenotype is highly specific and relatively unique to the gene (top 40, 50 perc of diagnosis in PhenoGenius cohort).
2317	FLNB	27	5.05	[{'HP:0000685': 0.2}, {'HP:0001382': 0.9}, {'HP:0006482': 0.2}, {'HP:0004626': 0.5}, {'HP:0001763': 0.5}, {'HP:0002650': 0.8}, {'HP:0001263': 0.2}]	[{'Hypoplasia of teeth': 0.2}, {'Joint hypermobility': 0.9}, {'Abnormality of dental morphology': 0.2}, {'Lumbar scoliosis': 0.5}, {'Pes planus': 0.5}, {'Scoliosis': 0.8}, {'Global developmental delay': 0.2}]	A - the reported phenotype is highly specific and relatively unique to the gene (top 40, 50 perc of diagnosis in PhenoGenius cohort).
4763	NF1	28	4.98	[{'HP:0002019': 0.2}, {'HP:0000685': 0.2}, {'HP:0002360': 0.2}, {'HP:0001250': 0.3}, {'HP:0001382': 0.2}, {'HP:0004626': 0.7}, {'HP:0030148': 0.2}, {'HP:0001763': 0.2}, {'HP:0002650': 0.8}, {'HP:0012418': 0.2}, {'HP:0001263': 0.2}]	[{'Constipation': 0.2}, {'Hypoplasia of teeth': 0.2}, {'Sleep disturbance': 0.2}, {'Seizure': 0.3}, {'Joint hypermobility': 0.2}, {'Lumbar scoliosis': 0.7}, {'Heart murmur': 0.2}, {'Pes planus': 0.2}, {'Scoliosis': 0.8}, {'Hypoxemia': 0.2}, {'Global developmental delay': 0.2}]	A - the reported phenotype is highly specific and relatively unique to the gene (top 40, 50 perc of diagnosis in PhenoGenius cohort).
7157	TP53	29	4.95	[{'HP:0000685': 0.2}, {'HP:0002360': 0.2}, {'HP:0003202': 0.2}, {'HP:0000010': 0.2}, {'HP:0001250': 0.2}, {'HP:0001382': 0.2}, {'HP:0006482': 0.2}, {'HP:0004626': 0.2}, {'HP:0001763': 0.2}, {'HP:0001317': 0.2}, {'HP:0012418': 0.2}, {'HP:0001263': 0.2}]	[{'Hypoplasia of teeth': 0.2}, {'Sleep disturbance': 0.2}, {'Skeletal muscle atrophy': 0.2}, {'Recurrent urinary tract infections': 0.2}, {'Seizure': 0.2}, {'Joint hypermobility': 0.2}, {'Abnormality of dental morphology': 0.2}, {'Lumbar scoliosis': 0.2}, {'Pes planus': 0.2}, {'Abnormal cerebellum morphology': 0.2}, {'Hypoxemia': 0.2}, {'Global developmental delay': 0.2}]	A - the reported phenotype is highly specific and relatively unique to the gene (top 40, 50 perc of diagnosis in PhenoGenius cohort).
1499	CTNNB1	30	4.94	[{'HP:0002360': 0.2}, {'HP:0003202': 0.2}, {'HP:0000010': 0.2}, {'HP:0001250': 0.2}, {'HP:0001257': 0.8}, {'HP:0001382': 0.2}, {'HP:0004626': 0.2}, {'HP:0001763': 0.2}, {'HP:0002650': 0.2}, {'HP:0001317': 0.4}, {'HP:0012418': 0.2}, {'HP:0001263': 0.2}]	[{'Sleep disturbance': 0.2}, {'Skeletal muscle atrophy': 0.2}, {'Recurrent urinary tract infections': 0.2}, {'Seizure': 0.2}, {'Spasticity': 0.8}, {'Joint hypermobility': 0.2}, {'Lumbar scoliosis': 0.2}, {'Pes planus': 0.2}, {'Scoliosis': 0.2}, {'Abnormal cerebellum morphology': 0.4}, {'Hypoxemia': 0.2}, {'Global developmental delay': 0.2}]	A - the reported phenotype is highly specific and relatively unique to the gene (top 40, 50 perc of diagnosis in PhenoGenius cohort).
5728	PTEN	31	4.92	[{'HP:0000685': 0.2}, {'HP:0003202': 0.2}, {'HP:0000010': 0.2}, {'HP:0001250': 0.2}, {'HP:0001382': 0.5}, {'HP:0006482': 0.2}, {'HP:0001763': 0.2}, {'HP:0002650': 0.4}, {'HP:0001317': 0.4}, {'HP:0001263': 0.5}]	[{'Hypoplasia of teeth': 0.2}, {'Skeletal muscle atrophy': 0.2}, {'Recurrent urinary tract infections': 0.2}, {'Seizure': 0.2}, {'Joint hypermobility': 0.5}, {'Abnormality of dental morphology': 0.2}, {'Pes planus': 0.2}, {'Scoliosis': 0.4}, {'Abnormal cerebellum morphology': 0.4}, {'Global developmental delay': 0.5}]	A - the reported phenotype is highly specific and relatively unique to the gene (top 40, 50 perc of diagnosis in PhenoGenius cohort).
9968	MED12	32	4.87	[{'HP:0002019': 0.9}, {'HP:0000010': 0.5}, {'HP:0001250': 0.2}, {'HP:0001382': 0.5}, {'HP:0006482': 0.2}, {'HP:0001763': 0.5}, {'HP:0002650': 0.2}, {'HP:0001317': 0.2}, {'HP:0001263': 0.2}]	[{'Constipation': 0.9}, {'Recurrent urinary tract infections': 0.5}, {'Seizure': 0.2}, {'Joint hypermobility': 0.5}, {'Abnormality of dental morphology': 0.2}, {'Pes planus': 0.5}, {'Scoliosis': 0.2}, {'Abnormal cerebellum morphology': 0.2}, {'Global developmental delay': 0.2}]	A - the reported phenotype is highly specific and relatively unique to the gene (top 40, 50 perc of diagnosis in PhenoGenius cohort).
3417	IDH1	33	4.8	[{'HP:0000685': 0.2}, {'HP:0002360': 0.2}, {'HP:0003202': 0.2}, {'HP:0000010': 0.2}, {'HP:0001250': 0.2}, {'HP:0001382': 0.2}, {'HP:0006482': 0.2}, {'HP:0004626': 0.2}, {'HP:0002650': 0.4}, {'HP:0001317': 0.2}, {'HP:0012418': 0.2}, {'HP:0001263': 0.2}]	[{'Hypoplasia of teeth': 0.2}, {'Sleep disturbance': 0.2}, {'Skeletal muscle atrophy': 0.2}, {'Recurrent urinary tract infections': 0.2}, {'Seizure': 0.2}, {'Joint hypermobility': 0.2}, {'Abnormality of dental morphology': 0.2}, {'Lumbar scoliosis': 0.2}, {'Scoliosis': 0.4}, {'Abnormal cerebellum morphology': 0.2}, {'Hypoxemia': 0.2}, {'Global developmental delay': 0.2}]	A - the reported phenotype is highly specific and relatively unique to the gene (top 40, 50 perc of diagnosis in PhenoGenius cohort).
