#gene_id	gene_symbol	rank	score	hpo_implicated	hpo_description_implicated	phenotype_specificity
81031	SLC2A10	11	6.96	[{'HP:0001382': 0.9}, {'HP:0002617': 0.9}, {'HP:0002650': 0.2}, {'HP:0001167': 0.2}, {'HP:0004942': 0.9}, {'HP:0004970': 0.7}, {'HP:0000545': 0.2}, {'HP:0001677': 0.2}, {'HP:0001297': 0.7}]	[{'Joint hypermobility': 0.9}, {'Vascular dilatation': 0.9}, {'Scoliosis': 0.2}, {'Abnormality of finger': 0.2}, {'Aortic aneurysm': 0.9}, {'Ascending tubular aorta aneurysm': 0.7}, {'Myopia': 0.2}, {'Coronary artery atherosclerosis': 0.2}, {'Stroke': 0.7}]	A - the reported phenotype is highly specific and relatively unique to the gene (top 40, 50 perc of diagnosis in PhenoGenius cohort).
7048	TGFBR2	12	6.94	[{'HP:0001250': 0.2}, {'HP:0002354': 0.2}, {'HP:0001382': 0.2}, {'HP:0002617': 0.9}, {'HP:0002650': 0.2}, {'HP:0001167': 0.2}, {'HP:0004942': 0.9}, {'HP:0004970': 1.0}, {'HP:0001677': 0.5}, {'HP:0031784': 0.2}, {'HP:0001297': 0.2}]	[{'Seizure': 0.2}, {'Memory impairment': 0.2}, {'Joint hypermobility': 0.2}, {'Vascular dilatation': 0.9}, {'Scoliosis': 0.2}, {'Abnormality of finger': 0.2}, {'Aortic aneurysm': 0.9}, {'Ascending tubular aorta aneurysm': 1.0}, {'Coronary artery atherosclerosis': 0.5}, {'Abnormal ascending aorta morphology': 0.2}, {'Stroke': 0.2}]	A - the reported phenotype is highly specific and relatively unique to the gene (top 40, 50 perc of diagnosis in PhenoGenius cohort).
2629	GBA	13	6.87	[{'HP:0001250': 0.2}, {'HP:0002354': 0.5}, {'HP:0002617': 0.5}, {'HP:0002650': 0.2}, {'HP:0001369': 0.5}, {'HP:0002099': 0.5}, {'HP:0004942': 0.5}, {'HP:0004970': 0.5}, {'HP:0001677': 0.5}]	[{'Seizure': 0.2}, {'Memory impairment': 0.5}, {'Vascular dilatation': 0.5}, {'Scoliosis': 0.2}, {'Arthritis': 0.5}, {'Asthma': 0.5}, {'Aortic aneurysm': 0.5}, {'Ascending tubular aorta aneurysm': 0.5}, {'Coronary artery atherosclerosis': 0.5}]	A - the reported phenotype is highly specific and relatively unique to the gene (top 40, 50 perc of diagnosis in PhenoGenius cohort).
7043	TGFB3	14	6.59	[{'HP:0002204': 0.2}, {'HP:0001382': 0.5}, {'HP:0002617': 0.9}, {'HP:0002650': 0.2}, {'HP:0001369': 0.2}, {'HP:0001167': 0.2}, {'HP:0004942': 0.9}, {'HP:0004970': 0.7}, {'HP:0001677': 0.2}, {'HP:0031784': 0.2}, {'HP:0001297': 0.5}]	[{'Pulmonary embolism': 0.2}, {'Joint hypermobility': 0.5}, {'Vascular dilatation': 0.9}, {'Scoliosis': 0.2}, {'Arthritis': 0.2}, {'Abnormality of finger': 0.2}, {'Aortic aneurysm': 0.9}, {'Ascending tubular aorta aneurysm': 0.7}, {'Coronary artery atherosclerosis': 0.2}, {'Abnormal ascending aorta morphology': 0.2}, {'Stroke': 0.5}]	A - the reported phenotype is highly specific and relatively unique to the gene (top 40, 50 perc of diagnosis in PhenoGenius cohort).
1280	COL2A1	15	6.59	[{'HP:0002204': 0.2}, {'HP:0001370': 0.7}, {'HP:0001382': 0.7}, {'HP:0002650': 0.8}, {'HP:0001369': 0.9}, {'HP:0001167': 0.6}, {'HP:0000545': 0.9}, {'HP:0001677': 0.2}]	[{'Pulmonary embolism': 0.2}, {'Rheumatoid arthritis': 0.7}, {'Joint hypermobility': 0.7}, {'Scoliosis': 0.8}, {'Arthritis': 0.9}, {'Abnormality of finger': 0.6}, {'Myopia': 0.9}, {'Coronary artery atherosclerosis': 0.2}]	A - the reported phenotype is highly specific and relatively unique to the gene (top 40, 50 perc of diagnosis in PhenoGenius cohort).
4088	SMAD3	16	6.3	[{'HP:0002617': 0.9}, {'HP:0002650': 0.2}, {'HP:0001369': 0.2}, {'HP:0001167': 0.2}, {'HP:0004942': 0.9}, {'HP:0004970': 1.0}, {'HP:0001677': 0.5}, {'HP:0031784': 0.2}, {'HP:0001297': 0.2}]	[{'Vascular dilatation': 0.9}, {'Scoliosis': 0.2}, {'Arthritis': 0.2}, {'Abnormality of finger': 0.2}, {'Aortic aneurysm': 0.9}, {'Ascending tubular aorta aneurysm': 1.0}, {'Coronary artery atherosclerosis': 0.5}, {'Abnormal ascending aorta morphology': 0.2}, {'Stroke': 0.2}]	A - the reported phenotype is highly specific and relatively unique to the gene (top 40, 50 perc of diagnosis in PhenoGenius cohort).
5290	PIK3CA	17	6.21	[{'HP:0001250': 0.3}, {'HP:0002204': 0.2}, {'HP:0001370': 0.2}, {'HP:0002354': 0.2}, {'HP:0001382': 0.5}, {'HP:0002650': 0.4}, {'HP:0001369': 0.2}, {'HP:0001167': 0.2}, {'HP:0002099': 0.2}, {'HP:0004970': 0.2}, {'HP:0000545': 0.2}, {'HP:0001677': 0.2}, {'HP:0007165': 0.2}, {'HP:0001297': 0.2}]	[{'Seizure': 0.3}, {'Pulmonary embolism': 0.2}, {'Rheumatoid arthritis': 0.2}, {'Memory impairment': 0.2}, {'Joint hypermobility': 0.5}, {'Scoliosis': 0.4}, {'Arthritis': 0.2}, {'Abnormality of finger': 0.2}, {'Asthma': 0.2}, {'Ascending tubular aorta aneurysm': 0.2}, {'Myopia': 0.2}, {'Coronary artery atherosclerosis': 0.2}, {'Periventricular heterotopia': 0.2}, {'Stroke': 0.2}]	A - the reported phenotype is highly specific and relatively unique to the gene (top 40, 50 perc of diagnosis in PhenoGenius cohort).
4763	NF1	18	6.18	[{'HP:0001250': 0.3}, {'HP:0002204': 0.2}, {'HP:0001370': 0.2}, {'HP:0002354': 0.7}, {'HP:0001382': 0.2}, {'HP:0002617': 0.7}, {'HP:0002650': 0.8}, {'HP:0001167': 0.2}, {'HP:0004942': 0.5}, {'HP:0000545': 0.2}, {'HP:0001297': 0.7}]	[{'Seizure': 0.3}, {'Pulmonary embolism': 0.2}, {'Rheumatoid arthritis': 0.2}, {'Memory impairment': 0.7}, {'Joint hypermobility': 0.2}, {'Vascular dilatation': 0.7}, {'Scoliosis': 0.8}, {'Abnormality of finger': 0.2}, {'Aortic aneurysm': 0.5}, {'Myopia': 0.2}, {'Stroke': 0.7}]	A - the reported phenotype is highly specific and relatively unique to the gene (top 40, 50 perc of diagnosis in PhenoGenius cohort).
4137	MAPT	19	6.17	[{'HP:0001250': 0.2}, {'HP:0002354': 0.9}, {'HP:0002617': 0.2}, {'HP:0002650': 0.4}, {'HP:0002099': 0.7}, {'HP:0004970': 0.2}, {'HP:0000545': 0.2}, {'HP:0001677': 0.2}, {'HP:0007165': 0.5}, {'HP:0001297': 0.5}]	[{'Seizure': 0.2}, {'Memory impairment': 0.9}, {'Vascular dilatation': 0.2}, {'Scoliosis': 0.4}, {'Asthma': 0.7}, {'Ascending tubular aorta aneurysm': 0.2}, {'Myopia': 0.2}, {'Coronary artery atherosclerosis': 0.2}, {'Periventricular heterotopia': 0.5}, {'Stroke': 0.5}]	A - the reported phenotype is highly specific and relatively unique to the gene (top 40, 50 perc of diagnosis in PhenoGenius cohort).
875	CBS	20	6.13	[{'HP:0001250': 0.2}, {'HP:0002204': 0.5}, {'HP:0002617': 0.5}, {'HP:0002650': 0.2}, {'HP:0001167': 0.2}, {'HP:0004942': 0.5}, {'HP:0004970': 0.2}, {'HP:0000545': 0.4}, {'HP:0001677': 0.5}, {'HP:0001297': 0.9}]	[{'Seizure': 0.2}, {'Pulmonary embolism': 0.5}, {'Vascular dilatation': 0.5}, {'Scoliosis': 0.2}, {'Abnormality of finger': 0.2}, {'Aortic aneurysm': 0.5}, {'Ascending tubular aorta aneurysm': 0.2}, {'Myopia': 0.4}, {'Coronary artery atherosclerosis': 0.5}, {'Stroke': 0.9}]	A - the reported phenotype is highly specific and relatively unique to the gene (top 40, 50 perc of diagnosis in PhenoGenius cohort).
6622	SNCA	21	6.03	[{'HP:0002354': 0.5}, {'HP:0001382': 0.2}, {'HP:0002617': 0.2}, {'HP:0002650': 0.2}, {'HP:0001369': 0.2}, {'HP:0001167': 0.2}, {'HP:0002099': 0.5}, {'HP:0004942': 0.2}, {'HP:0004970': 0.2}, {'HP:0000545': 0.2}, {'HP:0001677': 0.5}, {'HP:0007165': 0.2}, {'HP:0001297': 0.2}]	[{'Memory impairment': 0.5}, {'Joint hypermobility': 0.2}, {'Vascular dilatation': 0.2}, {'Scoliosis': 0.2}, {'Arthritis': 0.2}, {'Abnormality of finger': 0.2}, {'Asthma': 0.5}, {'Aortic aneurysm': 0.2}, {'Ascending tubular aorta aneurysm': 0.2}, {'Myopia': 0.2}, {'Coronary artery atherosclerosis': 0.5}, {'Periventricular heterotopia': 0.2}, {'Stroke': 0.2}]	A - the reported phenotype is highly specific and relatively unique to the gene (top 40, 50 perc of diagnosis in PhenoGenius cohort).
4089	SMAD4	22	5.98	[{'HP:0001250': 0.2}, {'HP:0002204': 0.5}, {'HP:0001382': 0.2}, {'HP:0002617': 0.7}, {'HP:0002650': 0.2}, {'HP:0001167': 0.2}, {'HP:0004942': 0.7}, {'HP:0004970': 0.5}, {'HP:0001677': 0.2}, {'HP:0031784': 0.2}, {'HP:0001297': 0.2}]	[{'Seizure': 0.2}, {'Pulmonary embolism': 0.5}, {'Joint hypermobility': 0.2}, {'Vascular dilatation': 0.7}, {'Scoliosis': 0.2}, {'Abnormality of finger': 0.2}, {'Aortic aneurysm': 0.7}, {'Ascending tubular aorta aneurysm': 0.5}, {'Coronary artery atherosclerosis': 0.2}, {'Abnormal ascending aorta morphology': 0.2}, {'Stroke': 0.2}]	A - the reported phenotype is highly specific and relatively unique to the gene (top 40, 50 perc of diagnosis in PhenoGenius cohort).
2717	GLA	23	5.95	[{'HP:0001250': 0.2}, {'HP:0002617': 0.7}, {'HP:0001369': 0.5}, {'HP:0002099': 0.2}, {'HP:0004942': 0.2}, {'HP:0000545': 0.2}, {'HP:0001677': 0.7}, {'HP:0007165': 0.2}, {'HP:0001297': 0.9}]	[{'Seizure': 0.2}, {'Vascular dilatation': 0.7}, {'Arthritis': 0.5}, {'Asthma': 0.2}, {'Aortic aneurysm': 0.2}, {'Myopia': 0.2}, {'Coronary artery atherosclerosis': 0.7}, {'Periventricular heterotopia': 0.2}, {'Stroke': 0.9}]	A - the reported phenotype is highly specific and relatively unique to the gene (top 40, 50 perc of diagnosis in PhenoGenius cohort).
4015	LOX	24	5.84	[{'HP:0001382': 0.2}, {'HP:0002617': 0.9}, {'HP:0002650': 0.2}, {'HP:0001167': 0.2}, {'HP:0004942': 0.9}, {'HP:0004970': 0.7}, {'HP:0000545': 0.2}, {'HP:0001677': 0.2}, {'HP:0031784': 0.2}, {'HP:0001297': 0.2}]	[{'Joint hypermobility': 0.2}, {'Vascular dilatation': 0.9}, {'Scoliosis': 0.2}, {'Abnormality of finger': 0.2}, {'Aortic aneurysm': 0.9}, {'Ascending tubular aorta aneurysm': 0.7}, {'Myopia': 0.2}, {'Coronary artery atherosclerosis': 0.2}, {'Abnormal ascending aorta morphology': 0.2}, {'Stroke': 0.2}]	A - the reported phenotype is highly specific and relatively unique to the gene (top 40, 50 perc of diagnosis in PhenoGenius cohort).
4629	MYH11	25	5.82	[{'HP:0001382': 0.2}, {'HP:0002617': 0.9}, {'HP:0002650': 0.2}, {'HP:0001167': 0.2}, {'HP:0004942': 0.9}, {'HP:0004970': 1.0}, {'HP:0001677': 0.2}, {'HP:0031784': 0.2}, {'HP:0001297': 0.2}]	[{'Joint hypermobility': 0.2}, {'Vascular dilatation': 0.9}, {'Scoliosis': 0.2}, {'Abnormality of finger': 0.2}, {'Aortic aneurysm': 0.9}, {'Ascending tubular aorta aneurysm': 1.0}, {'Coronary artery atherosclerosis': 0.2}, {'Abnormal ascending aorta morphology': 0.2}, {'Stroke': 0.2}]	A - the reported phenotype is highly specific and relatively unique to the gene (top 40, 50 perc of diagnosis in PhenoGenius cohort).
7042	TGFB2	26	5.82	[{'HP:0001382': 0.2}, {'HP:0002617': 0.9}, {'HP:0002650': 0.2}, {'HP:0001167': 0.2}, {'HP:0004942': 0.9}, {'HP:0004970': 1.0}, {'HP:0001677': 0.2}, {'HP:0031784': 0.2}, {'HP:0001297': 0.2}]	[{'Joint hypermobility': 0.2}, {'Vascular dilatation': 0.9}, {'Scoliosis': 0.2}, {'Abnormality of finger': 0.2}, {'Aortic aneurysm': 0.9}, {'Ascending tubular aorta aneurysm': 1.0}, {'Coronary artery atherosclerosis': 0.2}, {'Abnormal ascending aorta morphology': 0.2}, {'Stroke': 0.2}]	A - the reported phenotype is highly specific and relatively unique to the gene (top 40, 50 perc of diagnosis in PhenoGenius cohort).
7046	TGFBR1	27	5.72	[{'HP:0001382': 0.2}, {'HP:0002617': 0.9}, {'HP:0002650': 0.2}, {'HP:0001167': 0.2}, {'HP:0004942': 0.9}, {'HP:0004970': 0.7}, {'HP:0001677': 0.2}, {'HP:0031784': 0.2}, {'HP:0001297': 0.2}]	[{'Joint hypermobility': 0.2}, {'Vascular dilatation': 0.9}, {'Scoliosis': 0.2}, {'Abnormality of finger': 0.2}, {'Aortic aneurysm': 0.9}, {'Ascending tubular aorta aneurysm': 0.7}, {'Coronary artery atherosclerosis': 0.2}, {'Abnormal ascending aorta morphology': 0.2}, {'Stroke': 0.2}]	A - the reported phenotype is highly specific and relatively unique to the gene (top 40, 50 perc of diagnosis in PhenoGenius cohort).
2006	ELN	28	5.69	[{'HP:0002204': 0.2}, {'HP:0001382': 0.5}, {'HP:0002617': 0.5}, {'HP:0002650': 0.2}, {'HP:0001167': 0.2}, {'HP:0004942': 0.7}, {'HP:0004970': 0.2}, {'HP:0000545': 0.2}, {'HP:0001677': 0.5}, {'HP:0031784': 0.2}, {'HP:0001297': 0.2}]	[{'Pulmonary embolism': 0.2}, {'Joint hypermobility': 0.5}, {'Vascular dilatation': 0.5}, {'Scoliosis': 0.2}, {'Abnormality of finger': 0.2}, {'Aortic aneurysm': 0.7}, {'Ascending tubular aorta aneurysm': 0.2}, {'Myopia': 0.2}, {'Coronary artery atherosclerosis': 0.5}, {'Abnormal ascending aorta morphology': 0.2}, {'Stroke': 0.2}]	A - the reported phenotype is highly specific and relatively unique to the gene (top 40, 50 perc of diagnosis in PhenoGenius cohort).
1277	COL1A1	29	5.65	[{'HP:0001382': 0.9}, {'HP:0002617': 0.2}, {'HP:0002650': 0.6}, {'HP:0001369': 0.2}, {'HP:0001167': 0.2}, {'HP:0004942': 0.5}, {'HP:0000545': 0.4}, {'HP:0007165': 0.2}]	[{'Joint hypermobility': 0.9}, {'Vascular dilatation': 0.2}, {'Scoliosis': 0.6}, {'Arthritis': 0.2}, {'Abnormality of finger': 0.2}, {'Aortic aneurysm': 0.5}, {'Myopia': 0.4}, {'Periventricular heterotopia': 0.2}]	A - the reported phenotype is highly specific and relatively unique to the gene (top 40, 50 perc of diagnosis in PhenoGenius cohort).
1289	COL5A1	30	5.63	[{'HP:0001382': 0.9}, {'HP:0002617': 0.5}, {'HP:0002650': 0.2}, {'HP:0001369': 0.2}, {'HP:0001167': 0.2}, {'HP:0002099': 0.2}, {'HP:0004942': 0.7}, {'HP:0004970': 0.2}, {'HP:0000545': 0.2}, {'HP:0001677': 0.2}, {'HP:0001297': 0.2}]	[{'Joint hypermobility': 0.9}, {'Vascular dilatation': 0.5}, {'Scoliosis': 0.2}, {'Arthritis': 0.2}, {'Abnormality of finger': 0.2}, {'Asthma': 0.2}, {'Aortic aneurysm': 0.7}, {'Ascending tubular aorta aneurysm': 0.2}, {'Myopia': 0.2}, {'Coronary artery atherosclerosis': 0.2}, {'Stroke': 0.2}]	A - the reported phenotype is highly specific and relatively unique to the gene (top 40, 50 perc of diagnosis in PhenoGenius cohort).
2261	FGFR3	31	5.56	[{'HP:0001250': 0.2}, {'HP:0001370': 0.2}, {'HP:0001382': 0.5}, {'HP:0002650': 0.8}, {'HP:0001369': 0.5}, {'HP:0001167': 0.8}, {'HP:0000545': 0.2}, {'HP:0007165': 0.5}]	[{'Seizure': 0.2}, {'Rheumatoid arthritis': 0.2}, {'Joint hypermobility': 0.5}, {'Scoliosis': 0.8}, {'Arthritis': 0.5}, {'Abnormality of finger': 0.8}, {'Myopia': 0.2}, {'Periventricular heterotopia': 0.5}]	A - the reported phenotype is highly specific and relatively unique to the gene (top 40, 50 perc of diagnosis in PhenoGenius cohort).
4087	SMAD2	32	5.55	[{'HP:0001250': 0.2}, {'HP:0001382': 0.2}, {'HP:0002617': 0.7}, {'HP:0002650': 0.2}, {'HP:0001369': 0.2}, {'HP:0001167': 0.2}, {'HP:0004942': 0.7}, {'HP:0004970': 0.5}, {'HP:0001677': 0.5}, {'HP:0031784': 0.2}, {'HP:0001297': 0.2}]	[{'Seizure': 0.2}, {'Joint hypermobility': 0.2}, {'Vascular dilatation': 0.7}, {'Scoliosis': 0.2}, {'Arthritis': 0.2}, {'Abnormality of finger': 0.2}, {'Aortic aneurysm': 0.7}, {'Ascending tubular aorta aneurysm': 0.5}, {'Coronary artery atherosclerosis': 0.5}, {'Abnormal ascending aorta morphology': 0.2}, {'Stroke': 0.2}]	A - the reported phenotype is highly specific and relatively unique to the gene (top 40, 50 perc of diagnosis in PhenoGenius cohort).
2332	FMR1	33	5.52	[{'HP:0001250': 0.3}, {'HP:0002354': 0.7}, {'HP:0001382': 0.2}, {'HP:0002617': 0.2}, {'HP:0002650': 0.6}, {'HP:0001167': 0.2}, {'HP:0004942': 0.7}, {'HP:0004970': 0.5}, {'HP:0007165': 0.5}]	[{'Seizure': 0.3}, {'Memory impairment': 0.7}, {'Joint hypermobility': 0.2}, {'Vascular dilatation': 0.2}, {'Scoliosis': 0.6}, {'Abnormality of finger': 0.2}, {'Aortic aneurysm': 0.7}, {'Ascending tubular aorta aneurysm': 0.5}, {'Periventricular heterotopia': 0.5}]	A - the reported phenotype is highly specific and relatively unique to the gene (top 40, 50 perc of diagnosis in PhenoGenius cohort).
